Source,Target,Weight
lostmga,rodrigo-ogioni,2.0
HameXAcademy,shorvelyn,4.0
lobx13,BootecoBOot,4.0
lobx13,shorvelyn,2.0
Alemar10,shorvelyn,4.0
fcperez96,shorvelyn,2.0
fcperez96,sluy,2.0
juliocamargo10,shorvelyn,4.0
luiz10leite-glitch,BootecoBOot,2.0
mjhidalgo,fernandosegrr,2.0
Gatelli1993,fernandosegrr,2.0
caesar621,fernandosegrr,2.0
grupale,mpacheco92,2.0
grupale,nachotdl,2.0
grupale,phroriz,6.0
grupale,CristianPG-FME,2.0
grupale,Vixti,2.0
grupale,RelaxSolucoes,2.0
grupale,gu1Vaz,2.0
grupale,jholhewres,2.0
rmogro,CristianPG-FME,2.0
GusMartins499,amacfe-ui,10.0
gkp1,patronotech,2.0
gkp1,IcaruuS22,4.0
gkp1,hatembadran,2.0
gkp1,halarumdigital,2.0
gkp1,amacfe-ui,6.0
gkp1,VRAutomatize,10.0
gkp1,edimarsiqueira90,2.0
allan-outside,ddean6232,2.0
allan-outside,OscarAgent,2.0
allan-outside,amacfe-ui,2.0
segeletron,Matheus-develope,2.0
ONinguem,BootecoBOot,14.0
kenneson,BootecoBOot,12.0
kenneson,Matheus-develope,16.0
kenneson,nickxs1,2.0
kenneson,flashanalytics-felipeaguiar,4.0
rodrigodsluz,BootecoBOot,2.0
lucaspmaiadev-gif,BootecoBOot,4.0
adrianobraz,BootecoBOot,8.0
Allvasc,BootecoBOot,2.0
lcmouras,BootecoBOot,4.0
MANINtecn,BootecoBOot,2.0
victor-hdgomes,BootecoBOot,4.0
goldfypro-debug,BootecoBOot,6.0
viniciusguardaa-cpu,BootecoBOot,2.0
Jotamtcoisa,BootecoBOot,2.0
renatom3ndes,BootecoBOot,2.0
placidodaniel,BootecoBOot,2.0
placidodaniel,im1hamada,4.0
marciobele,BootecoBOot,2.0
pinheirorangel89-art,BootecoBOot,2.0
masterkachu,BootecoBOot,4.0
conectoutsourcing,BootecoBOot,2.0
felipepiton,BootecoBOot,2.0
felipepiton,nidomus,2.0
romariouba,BootecoBOot,2.0
romariouba,guilombardi91,6.0
victor-azevedo,BootecoBOot,2.0
lucasevss,BootecoBOot,2.0
aguga491,BootecoBOot,6.0
julioantunes-ti,BootecoBOot,6.0
julioantunes-ti,guia-livre,2.0
tiosam21,BootecoBOot,4.0
danielmatiello,BootecoBOot,2.0
ArildoMello,BootecoBOot,2.0
karlosgaldino,BootecoBOot,2.0
quatroventos,BootecoBOot,2.0
previdprocessos-hashch,paulohenrique14,2.0
emretaskiran1,previdprocessos-hashch,4.0
mkfyasar,previdprocessos-hashch,2.0
Joao-Guthembergue,previdprocessos-hashch,2.0
imaginelabpy-code,Matheus-develope,12.0
imaginelabpy-code,nachotdl,2.0
pauloanalista,Matheus-develope,2.0
LuisGuilhermeRampaso,Matheus-develope,46.0
LuisGuilhermeRampaso,braiaagency,2.0
machoalfastore01-ai,Matheus-develope,22.0
andreysuprano,Matheus-develope,2.0
andreysuprano,brennersc,2.0
andreysuprano,braiaagency,2.0
FinPartner,Matheus-develope,4.0
FinPartner,braiaagency,2.0
souwilliamdiassilva,Matheus-develope,4.0
thiago-audithorium,Matheus-develope,2.0
thiago-audithorium,flashanalytics-felipeaguiar,2.0
andersonlkll,Matheus-develope,6.0
gabrielfelipeslv,Matheus-develope,2.0
MarcoLopezf,Matheus-develope,2.0
gustavo-lg,Matheus-develope,2.0
g-solis,Matheus-develope,2.0
cleprog-co,Matheus-develope,2.0
allefrodrigo,DanielSilvaol,2.0
allefrodrigo,Matheus-develope,2.0
Feeh03114,Matheus-develope,2.0
Feeh03114,joao-baza,2.0
Feeh03114,ojauumdev,2.0
marcoantoniofassa,Matheus-develope,2.0
PhyBruno,flashanalytics-felipeaguiar,2.0
PhyBruno,rdmalves87,2.0
PhyBruno,B3t4C0d3,2.0
PhyBruno,theeusmartins,2.0
PhyBruno,FBrandex,2.0
thiagoaaragao,flashanalytics-felipeaguiar,2.0
Fhelyp,flashanalytics-felipeaguiar,4.0
DeNiNhOoO,flashanalytics-felipeaguiar,4.0
DeNiNhOoO,braiaagency,2.0
thiagobrst,flashanalytics-felipeaguiar,4.0
vitorgomespro,flashanalytics-felipeaguiar,4.0
lucasgsalmeida,flashanalytics-felipeaguiar,2.0
lucasgsalmeida,InfiniteGear,6.0
gustavosouzalima,flashanalytics-felipeaguiar,2.0
lucasmassarosimoes,flashanalytics-felipeaguiar,2.0
lucaskreich,braiaagency,2.0
lucaskreich,Rodribm10,2.0
renatogava,braiaagency,2.0
alexsandroluz,braiaagency,2.0
BeOnTech01,braiaagency,2.0
medinavs,braiaagency,4.0
antoniogsouzaag,nachotdl,2.0
antoniogsouzaag,RelaxSolucoes,2.0
imapproved,nachotdl,2.0
arthurbrenno,vinicin7,2.0
arthurbrenno,massimorm,2.0
kunumigab,MatheusCostaVaz,2.0
kunumigab,celestinofjanuario-ctrl,2.0
hereck,trojantm,2.0
hereck,agenciasinapse,2.0
Victorcassiano,olucastoledo,6.0
Victorcassiano,protracker251437,4.0
abdelrhmanfawzym,sluy,2.0
abdelrhmanfawzym,joaovcoliveira,2.0
Cranbaerry,abdelrhmanfawzym,4.0
GTMoraes,abdelrhmanfawzym,2.0
GTMoraes,AntonioWeb-dev,4.0
lucasguzo,JBdesarrollo,2.0
lucasguzo,abdelrhmanfawzym,2.0
zurielamorim,abdelrhmanfawzym,4.0
jonathanpog98,fokc1509,2.0
jonathanpog98,linefds,2.0
jonathanpog98,DanielSilvaol,2.0
jonathanpog98,nickxs1,2.0
jonathanpog98,Vitordotpy,4.0
jonathanpog98,douglasfranciscon,2.0
estebanlis,RelaxSolucoes,2.0
mahdihaghnegar,RelaxSolucoes,2.0
willph,RelaxSolucoes,2.0
isaqueipromotora,RelaxSolucoes,4.0
Brandevtech,RelaxSolucoes,2.0
flavioxx,RelaxSolucoes,2.0
menezesvitoria1502-art,Pedreiros22,2.0
menezesvitoria1502-art,RelaxSolucoes,2.0
mpacheco92,RelaxSolucoes,2.0
Jadsonps-dev,RelaxSolucoes,2.0
carvalho7976,RelaxSolucoes,4.0
redequeroimoveis,RelaxSolucoes,2.0
FCanedo90,sidneyfmeco,4.0
viniciusferreira-sys,guia-livre,2.0
hernandesbylara,edusachs,2.0
hernandesbylara,guia-livre,4.0
miguelbispo,guia-livre,4.0
Vinn4k,guia-livre,2.0
DanielSilvaol,devjn1998,2.0
DanielSilvaol,gkp1,2.0
forwardbridgefw-stack,DanielSilvaol,2.0
forwardbridgefw-stack,trojantm,2.0
forwardbridgefw-stack,Davi-AMF,2.0
metrifiquese-spec,DanielSilvaol,2.0
luizcw,DanielSilvaol,2.0
luizcw,linefds,2.0
luizcw,natanlopes01,6.0
luizcw,DAVIAMERICO242,2.0
luizcw,Vitordotpy,2.0
luizcw,agenciabrvdd,6.0
BryanLucas7,DanielSilvaol,2.0
BryanLucas7,natanlopes01,2.0
BryanLucas7,DAVIAMERICO242,2.0
BryanLucas7,avaleadoficial,2.0
BryanLucas7,sluy,2.0
cadukiz,DanielSilvaol,2.0
ejferrazzongit,DanielSilvaol,2.0
JefersonRamos,DanielSilvaol,2.0
JefersonRamos,abioluz,2.0
dlc-letelier,DanielSilvaol,2.0
dlc-letelier,phroriz,4.0
dlc-letelier,jbenteu,4.0
leonardolessa,DanielSilvaol,2.0
leonardolessa,Batt0sa1,2.0
hugoinsider,Pedreiros22,4.0
santosgalahack,Pedreiros22,2.0
davidreis90-spec,Pedreiros22,2.0
JuniorBods,adolfosp,2.0
RaFaeL-Cunha,DanielSilvaol,2.0
abioluz,prhost,4.0
abioluz,tonimoreiraa,4.0
AlejoTorres2001,abioluz,2.0
renansko-vilela,abioluz,2.0
renansko-vilela,sluy,2.0
JeandersonR2,DAVIAMERICO242,2.0
michaelvips,Pequem,2.0
michaelvips,DAVIAMERICO242,4.0
michaelvips,Srreven,2.0
michaelvips,JOESTAR117,8.0
michaelvips,User1Growth7,2.0
michaelvips,amacfe-ui,2.0
michaelvips,rodrigo-ogioni,4.0
michaelvips,DaviResDev,2.0
michaelvips,joaoguilhermeeu,2.0
tobiasbenkner,amacfe-ui,2.0
cleytoncoro,patronotech,2.0
cleytoncoro,chetanshintre,2.0
cleytoncoro,Pequem,2.0
cleytoncoro,Arenaz3,2.0
cleytoncoro,hqvnet,2.0
cleytoncoro,sluy,22.0
cleytoncoro,josemiguelq,4.0
cleytoncoro,VRAutomatize,40.0
joaovcoliveira,lucianokatze,2.0
joaovcoliveira,sluy,6.0
joaovcoliveira,smartscaile,2.0
KokeroO,IcaruuS22,2.0
KokeroO,willianbsb,14.0
KokeroO,Gabriel-Souza2,14.0
KokeroO,WanderleyGrecco,2.0
KokeroO,InfiniteGear,2.0
KokeroO,rafwell,6.0
KokeroO,sluy,14.0
KokeroO,TiagoGouvea,4.0
KokeroO,rcesar,2.0
KokeroO,matsnascimento,2.0
RamonSouza96,sluy,2.0
daniel-eder,sluy,4.0
juniortopanotti,JeandersonR2,2.0
juniortopanotti,WanderleyGrecco,2.0
juniortopanotti,sluy,2.0
pedroarthuralvesdeoliveira,sluy,2.0
pedroarthuralvesdeoliveira,joaovcoliveira,2.0
brunosantanarj,prhost,2.0
brunosantanarj,sluy,2.0
robsonrosa,Lucasendlichgomes,2.0
robsonrosa,sluy,2.0
jjmmbb,natanlopes01,4.0
jjmmbb,leofelipet,2.0
lcssurf,gptesv,2.0
flavianoredressa,gptesv,2.0
flavianoredressa,josemiguelq,6.0
brunoblbla,gu1Vaz,2.0
joaocps,mmojadad,2.0
gbpufscar,mmojadad,2.0
DaniloGouvea,mmojadad,2.0
zaryabmustafa,mmojadad,2.0
luisadidomenico,mmojadad,2.0
maikramer,mmojadad,2.0
beeowned,phroriz,2.0
dhyegocalota,phroriz,2.0
danielvieirabrwo,natanlopes01,6.0
danielvieirabrwo,phroriz,2.0
danielvieirabrwo,willianbsb,2.0
danielvieirabrwo,CaymanS0,2.0
danielvieirabrwo,rcesar,6.0
danielvieirabrwo,lokoquax,2.0
ppimentelrj,phroriz,2.0
RenanRodriguesTI,phroriz,4.0
RenanRodriguesTI,s-marques,2.0
asanches-dot,phroriz,2.0
FelipeVeiga,carola-m,2.0
bgoncalves98,carola-m,2.0
mariano-aferrari,carola-m,2.0
andifilhohub,OscarAgent,2.0
thiagotoffanetto,andifilhohub,2.0
ftruppel,andifilhohub,2.0
matewz,andifilhohub,4.0
jdinix,andifilhohub,2.0
JMultimidia,andifilhohub,2.0
rodolphoAle,andifilhohub,2.0
rodolphoAle,marcelo-candido,2.0
erigobeli,andifilhohub,4.0
michumichifu,andifilhohub,4.0
CuriousGu,andifilhohub,2.0
abdulsamadola,andifilhohub,2.0
rhuan-angio,leoslg,2.0
AntonioWeb-dev,avaleadoficial,4.0
Lmagalhaesz,AntonioWeb-dev,4.0
guilhermegobbo,Davi-AMF,2.0
wagnerraugustp,gptesv,2.0
codemaoz90,Sarkozit,2.0
JhonTechBr,kuncoroatmojo,2.0
JhonTechBr,YzKencebay,2.0
JhonTechBr,joaoguilhermeeu,2.0
utadluis,YzKencebay,2.0
rarisenpai,YzKencebay,4.0
CosminIordache,hasiburbondstein-dotcom,2.0
fabriciofeijo,avaleadoficial,2.0
nachokhan,avaleadoficial,2.0
andreylima,natanlopes01,4.0
andreylima,Simplobot1,4.0
andreylima,avaleadoficial,2.0
Edupazzi,WesleyjanLacerda,2.0
Julio-Braz,WesleyjanLacerda,2.0
truutruu667-cloud,WesleyjanLacerda,2.0
dani-pinheiro01,WesleyjanLacerda,4.0
viictorcamposs,WesleyjanLacerda,4.0
WevertonRufoTavares,WesleyjanLacerda,4.0
davidmnzs,leoslg,2.0
gabrielroger2020,felipepiton,8.0
gabrielroger2020,oMaiaa,2.0
gabrielroger2020,Lucasendlichgomes,6.0
gabrielroger2020,icarojobs,4.0
gabrielroger2020,Legionariocf,4.0
gabrielroger2020,Pedreiros22,2.0
gabrielroger2020,astoraoliveira-alt,2.0
gabrielroger2020,marquinhos2701,2.0
gabrielroger2020,AntonioWeb-dev,4.0
Danilim04,felipepiton,2.0
mv8digital,felipepiton,2.0
MUKINH4,felipepiton,2.0
pontedigital1,willianbsb,2.0
pontedigital1,schimaia1,4.0
pontedigital1,VRAutomatize,2.0
pontedigital1,Alex-HC2024,2.0
pontedigital1,joaovcoliveira,2.0
pontedigital1,lokoquax,2.0
gabrielrouss,salmeidagois,2.0
gabrielrouss,joaovcoliveira,2.0
midcompany,astoraoliveira-alt,2.0
mizaelks,stuartffh,2.0
LucianTavares,mizaelks,2.0
LucianTavares,StbanMc,2.0
rodrigorochanl,AntonioWeb-dev,2.0
jsonmc96,AntonioWeb-dev,2.0
DAVIAMERICO242,jacksonlcruz,2.0
DAVIAMERICO242,raguife,2.0
DAVIAMERICO242,mike66888866-beep,2.0
DAVIAMERICO242,J-Pster,2.0
DAVIAMERICO242,willzins,2.0
TilsonM17,Lucasendlichgomes,2.0
TilsonM17,eudesmcf,2.0
TilsonM17,zua-1,4.0
AlexandreProenca,icarojobs,2.0
MohaDevPro,icarojobs,2.0
MohaDevPro,heber0s,2.0
nrokiredef,marquinhos2701,4.0
RaphaelBerbel,marquinhos2701,2.0
gcdesigner,backupsGit,2.0
lfvperes,backupsGit,4.0
jesustejerina,raguife,2.0
marciodiasdeveloper,brennersc,2.0
gustavodona,brennersc,4.0
afrociberdelio,brennersc,2.0
rillerqueiroz,natanlopes01,2.0
rillerqueiroz,brennersc,2.0
rillerqueiroz,OscarAgent,2.0
rillerqueiroz,VRAutomatize,2.0
Bubex,brennersc,2.0
RodolfoBonis,brennersc,2.0
nandobfer,crawlchange,2.0
nandobfer,gabrielhhaber,6.0
Tom225533,nandobfer,2.0
caionorder,ktfth,2.0
caionorder,musemby,2.0
caionorder,chetanshintre,2.0
caionorder,juancresc,6.0
caionorder,VRAutomatize,10.0
caionorder,stuartffh,2.0
CarlosEReis,ktfth,6.0
darwingtx,vinicius-acruz,2.0
darwingtx,lucianokatze,4.0
educardoso,DAVIAMERICO242,2.0
educardoso,theeusmartins,4.0
JoaoAFSousa,educardoso,2.0
rosbergrodrigues,educardoso,2.0
MikeSoft,gabrielhhaber,4.0
pedroSoaresll,s-marques,2.0
pedroSoaresll,gabrielhhaber,2.0
pedroSoaresll,zxtheuxz,2.0
pedroSoaresll,cleytoncoro,4.0
floresdemoksha,gabrielhhaber,2.0
Pohl2025,gabrielhhaber,6.0
MONTAR0N,gabrielhhaber,2.0
davijr,oMaiaa,2.0
shNerotic,oMaiaa,2.0
EmadBiteon,lucianokatze,2.0
EmadBiteon,jotarodriguezv,2.0
Vitordotpy,DAVIAMERICO242,2.0
Vitordotpy,lbfabiano7,2.0
Vitordotpy,InfiniteGear,2.0
Vitordotpy,jamesjhonatan123,4.0
Vitordotpy,dvmarthur,4.0
Vitordotpy,DanielSilvaol,4.0
Vitordotpy,JBdesarrollo,2.0
Vitordotpy,natanlopes01,2.0
Vitordotpy,kakoia,4.0
Vitordotpy,willianbsb,2.0
Vitordotpy,kay0ramon,4.0
Vitordotpy,micaelmz,4.0
Vitordotpy,muriloleal13,4.0
Vitordotpy,dylanoli,2.0
Vitordotpy,yydevelopment,4.0
Vitordotpy,gabrielmouallem,4.0
Vitordotpy,venturion,2.0
Vitordotpy,rodps,4.0
Vitordotpy,vitoramaral10,2.0
NabilSgar,Vitordotpy,2.0
sostenesapollo,top-master,4.0
sostenesapollo,DAVIAMERICO242,2.0
sostenesapollo,Pequem,2.0
dpaes,VitorS0uza,2.0
dpaes,parkejunior,5.0
dpaes,srpavani,2.0
dpaes,rafael-keller,5.0
dpaes,leofelipet,2.0
dpaes,tiagocaus,4.0
dpaes,djalmaaraujo,2.0
dpaes,lucasstxp,2.0
dpaes,bodolay-prog,4.0
dpaes,VitorAf0nso,5.0
dpaes,ezzCoutinho,2.0
dpaes,musemby,7.0
dpaes,patrickmau,5.0
dpaes,dylanoli,2.0
dpaes,zua-1,5.0
dpaes,martoni891,5.0
dpaes,mike66888866-beep,2.0
dpaes,LineckerN,2.0
dpaes,TiagoGouvea,2.0
dpaes,Raphaildest,4.0
dpaes,joao-baza,5.0
dpaes,bahoan,2.0
dpaes,DAVIAMERICO242,3.0
dpaes,rogeriolixa,2.0
dpaes,maickom88,4.0
dpaes,Kaique-Grigoletto,2.0
dpaes,danielvieirabrwo,2.0
dpaes,ap4everthing,5.0
dpaes,fernandoa935,5.0
dpaes,lmontelatto,5.0
dpaes,palvesgomes73,5.0
dpaes,master-kenobi,2.0
dpaes,jwdutra,2.0
dpaes,JBdesarrollo,5.0
dpaes,eronGreco,2.0
dpaes,rafaeltreymor,2.0
dpaes,admdanielspalma,5.0
dpaes,MattCarneiro,4.0
dpaes,rafaelmenon,5.0
dpaes,cowaleinc,2.0
dpaes,g-vrd,2.0
dpaes,GilMedeiros,2.0
dpaes,srvictorbatista,5.0
dpaes,Gabriel-oc1,2.0
dpaes,joweste,5.0
dpaes,gkp1,2.0
dpaes,usjavs14,5.0
dpaes,ARMCardoso,5.0
andres99x,DAVIAMERICO242,2.0
andres99x,Simplobot1,6.0
vitusan,DAVIAMERICO242,2.0
HectorMouraM,DAVIAMERICO242,2.0
delattre1,HELIOPOTELICKI,2.0
delattre1,limadrops06-ui,2.0
voacatofe,limadrops06-ui,2.0
igorafDEV,limadrops06-ui,2.0
ghost,DanielSilvaol,2.0
ghost,natanlopes01,2.0
ghost,CaymanS0,2.0
ghost,thexiox,2.0
ghost,vitoramaral10,4.0
ghost,heber0s,2.0
Albatroxi,DAVIAMERICO242,4.0
raphaelscaf,DAVIAMERICO242,2.0
VictorWollyver,DAVIAMERICO242,2.0
diogod2r,renansko-vilela,4.0
adindaco,renansko-vilela,2.0
natanlopes01,InfiniteGear,2.0
tasfw,natanlopes01,2.0
tasfw,trojantm,16.0
tasfw,augustosturm,12.0
tasfw,jose-villamizar-JVL,2.0
GustavoNovak,natanlopes01,2.0
GustavoNovak,Kaique-Grigoletto,2.0
GustavoNovak,wylken,2.0
brunobsolano,natanlopes01,2.0
MatheusCostaVaz,HELIOPOTELICKI,2.0
MatheusCostaVaz,natanlopes01,2.0
tonimoreiraa,natanlopes01,2.0
tonimoreiraa,Batt0sa1,2.0
joacir,natanlopes01,2.0
WanderleyGrecco,gabrielhhaber,2.0
WanderleyGrecco,augustosturm,2.0
WanderleyGrecco,fabriciofeijo,2.0
byronkenoly,gabrielhhaber,2.0
vitoramaral10,nidomus,2.0
vitoramaral10,trojantm,2.0
jardeldourado10,vitoramaral10,2.0
caua1503,leonardobitt,2.0
thivalente,leonardobitt,2.0
MELUAUTOMACOES,thezykedev,2.0
rivasduran,frieck,2.0
elmandayp,Vitordotpy,2.0
campodonio-bit,jinfanzon,2.0
Belkior,dvmarthur,4.0
Belkior,theeusmartins,2.0
rafaelpoa,dvmarthur,4.0
cardosoleandro,Batt0sa1,2.0
cardosoleandro,dvmarthur,2.0
000MaDz000,PhantixRoot,8.0
MikhailProfile,kileandrasoares,8.0
MikhailProfile,Davis-IA,2.0
Phristyle,nidomus,2.0
Phristyle,JorgeHRP,2.0
Phristyle,samuelterra22,4.0
Phristyle,ViniciusLucas14,2.0
nicolaseleitorweb-star,nidomus,2.0
marcosmarf27,nidomus,4.0
dgreis,Feeh03114,2.0
dgreis,PhyBruno,4.0
furious,PhyBruno,8.0
RuanWill29,olucastoledo,2.0
telenovo-telecom,olucastoledo,2.0
matheushug0,Victorcassiano,2.0
matheushug0,olucastoledo,2.0
Tutiten,davidlustosa,2.0
Tutiten,olucastoledo,2.0
ErickECD,olucastoledo,2.0
NightWolfw,olucastoledo,2.0
isadoragalvaoss,Batt0sa1,4.0
RaphaDZN,Batt0sa1,6.0
claudiohsc,Batt0sa1,4.0
diegocpires,Batt0sa1,2.0
htsnet,Batt0sa1,8.0
nicolastrabalho-rgb,Batt0sa1,2.0
cassianomansano,Batt0sa1,2.0
cassianomansano,Kaique-Grigoletto,2.0
danielfsbarreto,AlejoTorres2001,2.0
celiacarvalhopsi10-commits,DaviResDev,2.0
Allternatelab,DaviResDev,2.0
Fotonnn,prhost,2.0
Fotonnn,TheEmanuelSampaio,2.0
bocmx,Fotonnn,6.0
bocmx,Caous,2.0
stevapps0,WanderleyGrecco,2.0
Clistenis99,lksdog,2.0
GabrielMBoeira,lksdog,2.0
venturion,VRAutomatize,2.0
jsoescobar,venturion,2.0
tosipaulo,VoeonAI,4.0
tosipaulo,kbetoacero,2.0
gahius,VoeonAI,2.0
allanrms,VoeonAI,6.0
Filipe-QuickFlip,VoeonAI,2.0
andreswiidigital,VoeonAI,8.0
uelton22,VoeonAI,4.0
brendonalcantara97,VoeonAI,2.0
dennerstorres,VoeonAI,2.0
thiagomirandamc,VoeonAI,4.0
dresslerfelipe,VoeonAI,2.0
LucianoSilvaSantos,VoeonAI,2.0
aislandener,VoeonAI,2.0
PHDiniiz,VoeonAI,2.0
evieira357,AlejoTorres2001,6.0
evieira357,VoeonAI,2.0
arielesp,VoeonAI,2.0
gabriel447,kbetoacero,4.0
razametal,kbetoacero,2.0
josemiguelq,MattCarneiro,6.0
josemiguelq,edusachs,2.0
paranatrack,josemiguelq,2.0
esskyyy,josemiguelq,2.0
andre-tolentino,agenciabrvdd,2.0
LincolnFranca,agenciabrvdd,2.0
AngeloBestetti,ofabianomartins,2.0
luiscabus,lluiscab,2.0
dylanoli,lucsqroz,6.0
pedrobtenorio,Sarkozit,2.0
ivanmirandaf,Sarkozit,2.0
paulobautz,ArturoRivera98,2.0
heber0s,paulohenrique14,2.0
ericklb84,paulohenrique14,2.0
ericklb84,heber0s,2.0
persi-ai,heber0s,2.0
crazynds,thiagosmagalhaes,2.0
crazynds,leonardoFrizziFetchly,2.0
crazynds,yuri12344,2.0
crazynds,maysoncbn1-glitch,2.0
crazynds,heber0s,2.0
vanchenkin,heber0s,2.0
lucafanucchi,Phristyle,2.0
lucafanucchi,rodolfocella,2.0
lucafanucchi,heber0s,2.0
sako313,heber0s,2.0
naeem-afadar,heber0s,2.0
abhinavaggarwal1981,heber0s,2.0
MIGUELNINOSILVA,claudiocorazza,2.0
MIGUELNINOSILVA,heber0s,2.0
CaymanS0,danielrvieira,4.0
CaymanS0,guilherme2711,2.0
benjaminheredia1,CGSobral,4.0
ederbatera,CGSobral,2.0
lokoquax,HELIOPOTELICKI,2.0
lokoquax,fabriciomoreirao,2.0
lokoquax,CGSobral,2.0
brunodsstudio,JBdesarrollo,2.0
andrealencar,CaymanS0,2.0
andrekutianski,CaymanS0,8.0
andrekutianski,VRAutomatize,2.0
guhweb,CaymanS0,10.0
thiagoomatheus,JBdesarrollo,2.0
thiagoomatheus,rogeriolixa,2.0
thiagoomatheus,dsalvanhini,2.0
thiagoomatheus,cowaleinc,4.0
thiagoomatheus,CaymanS0,4.0
thiagoomatheus,leoruza,2.0
danielrvieira,CaymanS0,10.0
gabizera,CaymanS0,4.0
edersonmartinsv,CaymanS0,4.0
Hatem-UrWave,ricdemgtz,2.0
Hatem-UrWave,teovillanueva,2.0
darc1008,ricdemgtz,2.0
ShIvAmKaUsHaL69,ricdemgtz,4.0
moamkh,ricdemgtz,2.0
liuanmachado19,vinicin7,2.0
liuanmachado19,AlejoTorres2001,2.0
yLost,AlejoTorres2001,2.0
yLost,salmeidagois,4.0
JhonnMeira,AlejoTorres2001,2.0
Massa191,AlejoTorres2001,2.0
caioamaral,miltonbastos,2.0
meumlpontocom,miltonbastos,4.0
LucasGazulaICCAP,srpavani,2.0
ddavid-almeida,sergiogonzalezfreelance,2.0
ddavid-almeida,LucasGazulaICCAP,2.0
ddavid-almeida,jbenteu,2.0
ddavid-almeida,edusachs,2.0
ddavid-almeida,trojantm,8.0
ddavid-almeida,Vitordotpy,2.0
ddavid-almeida,augustosturm,2.0
ddavid-almeida,VitorAf0nso,2.0
ddavid-almeida,italomarcelogit,2.0
nadoneves,LucasGazulaICCAP,2.0
dimitrihartt,LucasGazulaICCAP,2.0
rubithedev,Oivolari,2.0
rubithedev,protracker251437,2.0
nestordavalos,Luis-Fernando-Developer,6.0
nestordavalos,Oivolari,2.0
GabrielM0709,protracker251437,6.0
vinitercariol,protracker251437,2.0
Flow-Sistemas,douglasfranciscon,2.0
w-mcardoso,douglasfranciscon,2.0
agvirgula,douglasfranciscon,2.0
fredericopaulista,douglasfranciscon,2.0
DCajiao,jayceadler,2.0
DevGabito0709,jayceadler,2.0
strvictor,danielrvieira,2.0
AnxHall,eronGreco,2.0
AnxHall,willianbsb,4.0
AnxHall,danielrvieira,2.0
AnxHall,rafwell,4.0
Tiagoamrein,danielrvieira,4.0
jonra1993,danielrvieira,2.0
lucasnjsilva,paulohenrique14,2.0
Efluxoautomacao,paulohenrique14,2.0
reno3788,paulohenrique14,2.0
albanirneves,vinicin7,2.0
albanirneves,Simplobot1,2.0
albanirneves,yydevelopment,2.0
albanirneves,tardisblink,2.0
albanirneves,iamedusm,2.0
albanirneves,rodrigo-ogioni,2.0
albanirneves,augustosturm,2.0
albanirneves,maysoncbn1-glitch,4.0
M4rdine,romariouba,2.0
M4rdine,Simplobot1,2.0
M4rdine,Kaique-Grigoletto,2.0
sonicwil,Simplobot1,2.0
NestorMiniDEV,Simplobot1,2.0
Mdmartinez97,Simplobot1,2.0
HELIOPOTELICKI,Simplobot1,2.0
HELIOPOTELICKI,rodrigobg,4.0
JulioLang,Simplobot1,2.0
kcifuentes,Simplobot1,2.0
rrodriguescs,Simplobot1,2.0
tomatoes-prog,Simplobot1,2.0
fbeas,Simplobot1,2.0
brasiljh,Simplobot1,2.0
lafi87,Simplobot1,2.0
lwkoon,Simplobot1,2.0
im-srj,Simplobot1,2.0
Ebaoj,maysoncbn1-glitch,2.0
sanches182,maysoncbn1-glitch,6.0
marcinn001,maysoncbn1-glitch,4.0
ricardotassone,maysoncbn1-glitch,4.0
Yefclub,maysoncbn1-glitch,2.0
raulsilvaitpro,maysoncbn1-glitch,2.0
bernardes-93,maysoncbn1-glitch,2.0
gminarello,lokoquax,12.0
Jeferson-Ramos-Einov,lokoquax,6.0
eduardobassan,lokoquax,2.0
Emanuelvtsg,lokoquax,2.0
Carloscadu8700,lokoquax,2.0
augustosturm,willianbsb,2.0
joweste,trojantm,2.0
joweste,augustosturm,2.0
abextadu,augustosturm,2.0
hiker328,augustosturm,4.0
edsonalanis,augustosturm,2.0
andrealmei,augustosturm,2.0
miguelarcjr,augustosturm,2.0
cayquecastellucci,augustosturm,2.0
joaoppa,augustosturm,2.0
Rodrigo-SE03,augustosturm,2.0
rafael-keller,juancresc,6.0
rafael-keller,josevitor676,2.0
rafael-keller,augustosturm,4.0
rafael-keller,VRAutomatize,8.0
sachinravindran,augustosturm,2.0
mauriblint,VitorS0uza,2.0
mauriblint,VictorCard2022,2.0
Shadoxity,Panic1811,2.0
djbautista,Panic1811,2.0
DevNeuronex,VRAutomatize,2.0
caiobleggi,AbdullahZaher,4.0
caiobleggi,Feeh03114,6.0
Gtiware,ddean6232,2.0
amo-mkt,ddean6232,2.0
life347,ddean6232,4.0
franciscof5,ddean6232,2.0
Jpcampos123,ddean6232,2.0
trojantm,Vitordotpy,2.0
juniorgermano,HELIOPOTELICKI,2.0
juniorgermano,willianbsb,2.0
juniorgermano,trojantm,2.0
iamedusm,trojantm,4.0
iamedusm,marioirodrigues-dev,2.0
poupeplanfinan,trojantm,2.0
AndersonProfeta,trojantm,2.0
Matrix-Bebeto,trojantm,2.0
robsonflowers,kingkaibr,2.0
robsonflowers,jbenteu,8.0
robsonflowers,trojantm,12.0
nathanarend,trojantm,2.0
everttoncampos,trojantm,6.0
GuianaStore,trojantm,2.0
pedroivobraga,DanielSilvaol,2.0
pedroivobraga,austriansnow,2.0
pedroivobraga,theeusmartins,4.0
